sentence,label
word_275 word_10 word_232 word_79 word_163 word_291,1
word_29 word_94 word_109 word_240 word_152 word_214 word_103 word_205 word_229,1
word_24 word_216 word_235 word_225 word_280,1
word_247 word_255 word_55 word_230 word_209 word_192 word_65 word_59 word_170 word_268 word_109 word_288,0
word_283 word_253 word_42 word_248 word_14 word_259 word_276 word_121 word_292,1
word_14 word_13 word_156 word_25 word_122 word_38 word_41 word_86 word_266 word_131 word_284 word_65 word_192,0
word_73 word_213 word_109 word_238 word_76 word_143 word_112 word_272 word_233,0
word_230 word_290 word_270 word_32 word_14 word_96 word_50 word_90 word_14 word_253 word_96 word_142 word_24 word_48 word_81,0
word_261 word_296 word_58 word_42 word_203 word_240 word_219,0
word_227 word_191 word_66 word_238 word_244 word_269 word_79 word_283 word_223 word_296 word_118 word_184 word_299 word_222 word_293,1
word_121 word_86 word_256 word_2 word_232 word_267 word_16 word_284 word_164 word_257 word_44 word_13 word_182 word_127,1
word_76 word_151 word_55 word_41 word_171 word_115 word_237 word_154 word_82 word_216 word_97 word_108 word_292 word_53,0
word_277 word_61 word_35 word_170 word_21 word_43 word_259 word_241 word_156,1
word_2 word_197 word_187 word_220 word_18 word_267 word_189 word_27 word_74 word_80 word_262,1
word_89 word_103 word_293 word_26 word_181 word_108 word_31 word_209 word_213 word_177 word_262 word_138 word_272,0
word_117 word_196 word_222 word_269 word_168 word_248 word_71 word_206 word_48 word_8 word_244 word_222 word_238 word_38 word_240,0
word_299 word_232 word_119 word_228 word_20 word_42 word_57 word_119 word_37 word_76 word_28 word_144 word_146,0
word_13 word_159 word_82 word_188 word_287 word_101 word_59,0
word_79 word_270 word_134 word_241 word_65 word_122 word_158 word_195 word_278,1
word_147 word_220 word_113 word_28 word_138 word_18 word_16 word_271 word_228 word_178 word_200 word_299 word_182 word_290,0
word_145 word_228 word_60 word_54 word_254,1
word_9 word_12 word_78 word_215 word_239 word_108 word_190 word_232,0
word_195 word_75 word_177 word_4 word_34 word_243 word_275,0
word_67 word_252 word_1 word_229 word_81 word_213 word_187 word_160 word_192 word_79 word_99 word_249,1
word_294 word_184 word_149 word_10 word_278 word_16 word_164 word_96,0
word_8 word_46 word_85 word_247 word_231 word_278 word_79 word_195,1
word_49 word_50 word_144 word_284 word_29 word_40 word_118 word_226 word_290 word_168 word_278 word_48,1
word_270 word_75 word_99 word_82 word_72 word_79 word_213 word_181 word_173 word_245 word_63 word_85 word_235 word_267,1
word_88 word_253 word_112 word_233 word_43 word_197 word_72 word_240 word_115,0
word_219 word_76 word_44 word_20 word_101 word_45 word_159 word_114 word_86 word_287 word_41 word_0 word_160,0
word_84 word_143 word_277 word_92 word_146 word_69 word_232 word_19 word_127 word_124 word_146 word_104 word_132 word_121 word_198,1
word_80 word_249 word_60 word_141 word_38 word_295 word_298 word_98 word_119 word_144 word_288 word_9 word_117 word_276,1
word_87 word_56 word_245 word_8 word_89 word_18,1
word_35 word_199 word_275 word_236 word_16 word_127 word_270 word_240 word_266,0
word_230 word_142 word_265 word_287 word_37,1
word_266 word_253 word_59 word_159 word_112 word_257 word_50 word_24 word_177 word_240,1
word_219 word_72 word_122 word_299 word_227 word_257 word_66 word_70 word_78 word_119 word_218,1
word_92 word_244 word_20 word_296 word_274 word_183 word_36 word_53 word_268 word_238 word_113 word_206 word_200 word_215 word_241,1
word_87 word_117 word_85 word_280 word_26,1
word_9 word_14 word_68 word_98 word_285 word_133,1
word_299 word_87 word_179 word_105 word_53 word_67 word_163 word_29 word_297 word_95 word_171 word_260 word_113 word_232,0
word_64 word_280 word_153 word_258 word_175 word_246 word_289 word_141 word_258 word_254 word_113 word_297,1
word_263 word_73 word_65 word_0 word_39 word_172 word_278 word_273 word_169 word_254,1
word_77 word_84 word_89 word_249 word_285 word_73 word_26 word_10 word_38 word_230 word_129,1
word_35 word_60 word_82 word_5 word_155 word_223,0
word_36 word_6 word_58 word_28 word_225 word_41 word_26 word_260,1
word_296 word_293 word_147 word_193 word_136 word_263 word_107 word_53 word_208 word_175 word_261,0
word_118 word_237 word_245 word_55 word_90 word_17 word_38 word_42 word_216,1
word_170 word_265 word_5 word_106 word_256 word_254 word_138 word_134 word_14 word_256 word_2 word_294 word_255 word_177,1
word_190 word_263 word_135 word_181 word_182 word_146 word_218 word_95 word_26,0
word_127 word_160 word_279 word_112 word_19,0
word_206 word_181 word_161 word_97 word_197 word_223 word_165 word_262 word_190 word_262 word_71 word_42 word_109 word_157,1
word_156 word_14 word_153 word_206 word_231 word_58 word_66 word_61 word_4 word_121 word_38 word_128 word_256 word_63,0
word_156 word_77 word_290 word_141 word_272 word_54 word_73 word_94 word_186 word_17 word_71 word_184 word_140 word_210,1
word_288 word_62 word_105 word_177 word_165 word_131 word_191 word_265 word_104 word_258 word_277 word_53 word_229 word_261 word_49,1
word_191 word_68 word_55 word_243 word_113 word_229 word_108 word_16 word_216 word_291 word_65 word_263 word_102 word_248,1
word_183 word_49 word_157 word_201 word_260 word_45 word_193 word_77 word_210 word_0,1
word_219 word_14 word_95 word_263 word_100,1
word_269 word_163 word_227 word_175 word_164 word_219,0
word_153 word_138 word_243 word_182 word_130 word_47 word_279 word_164,0
word_136 word_179 word_238 word_141 word_137 word_37 word_67,1
word_19 word_142 word_238 word_109 word_174 word_12 word_259 word_166 word_256,0
word_42 word_222 word_111 word_139 word_253 word_22 word_79 word_86 word_71 word_291,1
word_282 word_174 word_87 word_77 word_268 word_108 word_165 word_86,0
word_73 word_239 word_31 word_136 word_179 word_72,1
word_83 word_267 word_103 word_15 word_31 word_174 word_142 word_191 word_34,0
word_230 word_255 word_239 word_287 word_6,1
word_174 word_181 word_257 word_179 word_213 word_262 word_164 word_98 word_231 word_216 word_206 word_249 word_45,0
word_64 word_170 word_264 word_83 word_288 word_182 word_273 word_54 word_54 word_9 word_171 word_185 word_94,0
word_88 word_228 word_13 word_210 word_127 word_286 word_48 word_231,0
word_238 word_153 word_136 word_158 word_113 word_145 word_267 word_244 word_290 word_46,0
word_245 word_27 word_38 word_67 word_150 word_64,0
word_171 word_136 word_289 word_46 word_190 word_154 word_282 word_247 word_25,1
word_169 word_120 word_135 word_37 word_91 word_184 word_239 word_84 word_173 word_297,1
word_240 word_234 word_128 word_221 word_85 word_26 word_159 word_80 word_294 word_161,0
word_74 word_243 word_205 word_54 word_124,1
word_259 word_103 word_283 word_14 word_20 word_164 word_53 word_179,1
word_51 word_115 word_171 word_3 word_197 word_188 word_80 word_257 word_267,0
word_38 word_234 word_266 word_166 word_281 word_49 word_70 word_206 word_4 word_80 word_255 word_260 word_89,1
word_54 word_280 word_153 word_45 word_14 word_111 word_203 word_247,1
word_294 word_230 word_268 word_197 word_237 word_277 word_69,0
word_72 word_55 word_141 word_170 word_259 word_169 word_121,0
word_204 word_140 word_16 word_176 word_103 word_149 word_280 word_125 word_69 word_174 word_230 word_286,0
word_245 word_224 word_297 word_242 word_227 word_226 word_235 word_246 word_64,1
word_284 word_282 word_194 word_32 word_275 word_15 word_40 word_137 word_266 word_7 word_225,0
word_107 word_233 word_185 word_63 word_175 word_193 word_125 word_5 word_192 word_150 word_270 word_74 word_293 word_109 word_73,1
word_55 word_273 word_280 word_223 word_254 word_157 word_19 word_3 word_273 word_108 word_26 word_72,1
word_262 word_86 word_232 word_108 word_54 word_123 word_179 word_5,0
word_38 word_130 word_123 word_86 word_172 word_97 word_64 word_226 word_67,1
word_239 word_161 word_210 word_198 word_64 word_232 word_274 word_111 word_97 word_61 word_228 word_163,1
word_64 word_210 word_70 word_160 word_196 word_272 word_39 word_229 word_58 word_268 word_249 word_52,0
word_191 word_143 word_230 word_21 word_197 word_263 word_0 word_102 word_281 word_165 word_8 word_233,1
word_188 word_282 word_156 word_158 word_217 word_87 word_229 word_191 word_194 word_51 word_94 word_112 word_114 word_70 word_232,1
word_171 word_1 word_84 word_256 word_145 word_148 word_200 word_275 word_296 word_86 word_215 word_201 word_186 word_5,1
word_247 word_266 word_72 word_233 word_278 word_155 word_259 word_276 word_33,0
word_106 word_239 word_219 word_186 word_251 word_87 word_296 word_249 word_47 word_232 word_76,0
word_257 word_133 word_184 word_181 word_75 word_39 word_60 word_26 word_61 word_267 word_219 word_242 word_278,1
word_219 word_190 word_168 word_99 word_277 word_224 word_174 word_100 word_89 word_54 word_94 word_59 word_173,1
word_27 word_87 word_50 word_292 word_200 word_151,0
word_134 word_86 word_165 word_206 word_180 word_248 word_116 word_193 word_53 word_15 word_108 word_91 word_139,0
word_215 word_25 word_232 word_203 word_155 word_105 word_27 word_42 word_20 word_43 word_57 word_9 word_296,1
word_192 word_113 word_29 word_132 word_290 word_73,0
word_102 word_285 word_231 word_66 word_114 word_288 word_235,0
word_277 word_287 word_137 word_272 word_63 word_248 word_128 word_288 word_40 word_82 word_170 word_139 word_269 word_84,0
word_49 word_53 word_258 word_299 word_283 word_34 word_242 word_114 word_225 word_289,1
word_162 word_249 word_102 word_89 word_227,0
word_232 word_241 word_11 word_183 word_63 word_163,1
word_141 word_258 word_231 word_147 word_175 word_141,0
word_149 word_233 word_212 word_159 word_180 word_89 word_105 word_40 word_62 word_171 word_245 word_276,1
word_166 word_251 word_6 word_23 word_32 word_234 word_83 word_127 word_197 word_237 word_267,1
word_279 word_290 word_56 word_248 word_120 word_204 word_142 word_19 word_298 word_114 word_295 word_160 word_34 word_15,1
word_276 word_52 word_7 word_96 word_192 word_181 word_155 word_177 word_53 word_81 word_210 word_270 word_279 word_284,1
word_48 word_258 word_158 word_216 word_213 word_84 word_264 word_166 word_49 word_37 word_189 word_130 word_126 word_79,1
word_141 word_279 word_284 word_23 word_271 word_45 word_254,1
word_243 word_164 word_119 word_262 word_193 word_11 word_250 word_154 word_152 word_15 word_101 word_133 word_40,0
word_48 word_199 word_167 word_186 word_92 word_282 word_163 word_67 word_10 word_261,1
word_298 word_168 word_57 word_58 word_238 word_280 word_259 word_3 word_261 word_203 word_183 word_240 word_15,1
word_281 word_204 word_56 word_31 word_274 word_83 word_51,0
word_174 word_174 word_233 word_57 word_216 word_274 word_295 word_163,0
word_144 word_75 word_217 word_39 word_82 word_185 word_258,0
word_282 word_259 word_25 word_240 word_180 word_38 word_137 word_9 word_274 word_176 word_252 word_54 word_181 word_130,1
word_184 word_1 word_121 word_50 word_153 word_232 word_141 word_287 word_216 word_282,1
word_64 word_37 word_57 word_278 word_178 word_110 word_32 word_192,1
word_124 word_156 word_32 word_56 word_166 word_45 word_56 word_159 word_95 word_216 word_162 word_282,0
word_152 word_217 word_209 word_187 word_176 word_4 word_211,1
word_284 word_180 word_54 word_47 word_210 word_187 word_247 word_125 word_77 word_8 word_21 word_253 word_247 word_130 word_267,0
word_60 word_234 word_285 word_255 word_89 word_63 word_91 word_256 word_24 word_65 word_88 word_199 word_60,0
word_157 word_267 word_63 word_31 word_60 word_50 word_73 word_141 word_253 word_127 word_110 word_293 word_24 word_265 word_199,1
word_65 word_94 word_16 word_34 word_18 word_22,0
word_218 word_47 word_191 word_122 word_287 word_121 word_243 word_215 word_236 word_152 word_91,1
word_193 word_247 word_189 word_273 word_101 word_224 word_162 word_19 word_13 word_296 word_30 word_119,0
word_240 word_34 word_112 word_10 word_97 word_32 word_248 word_84 word_123 word_207,0
word_174 word_239 word_246 word_172 word_133 word_188 word_83,1
word_29 word_217 word_76 word_150 word_248,1
word_97 word_47 word_223 word_109 word_126 word_79 word_64 word_135 word_127 word_134,0
word_149 word_266 word_203 word_182 word_266 word_196 word_8,0
word_246 word_217 word_189 word_121 word_140 word_103 word_299 word_269 word_65 word_168 word_254,1
word_168 word_18 word_68 word_293 word_259 word_93 word_230 word_149,0
word_109 word_2 word_225 word_165 word_132 word_194 word_183 word_76 word_113 word_55 word_68 word_181,1
word_147 word_53 word_280 word_55 word_135 word_145 word_59 word_282,1
word_148 word_68 word_141 word_152 word_119 word_148,0
word_52 word_64 word_241 word_176 word_182 word_132 word_268 word_12 word_3 word_146 word_66 word_121 word_166 word_119,1
word_8 word_82 word_121 word_124 word_50 word_138 word_229 word_197 word_282 word_249 word_52,0
word_111 word_43 word_35 word_118 word_287 word_112 word_273 word_189 word_37 word_102 word_55 word_154 word_150,1
word_108 word_170 word_9 word_20 word_151 word_139 word_260 word_227 word_12 word_6 word_75 word_247 word_47,0
word_116 word_212 word_159 word_291 word_234,1
word_123 word_37 word_106 word_198 word_26 word_18 word_81 word_256 word_158 word_67,0
word_153 word_1 word_238 word_226 word_199,0
word_105 word_279 word_228 word_29 word_61 word_21 word_55 word_73 word_192,0
word_67 word_4 word_222 word_225 word_151 word_40 word_286 word_284 word_253 word_267 word_234 word_255 word_264,0
word_259 word_15 word_67 word_189 word_167 word_285 word_25 word_91,0
word_298 word_132 word_147 word_293 word_159 word_213 word_33 word_70 word_235 word_62 word_5,0
word_77 word_155 word_143 word_1 word_285 word_296 word_48 word_87,1
word_50 word_3 word_75 word_70 word_119 word_34 word_0 word_78 word_99 word_211 word_272 word_75 word_264 word_32,0
word_224 word_125 word_178 word_84 word_95 word_162 word_144 word_88 word_111,1
word_167 word_272 word_51 word_242 word_290 word_165 word_231 word_26 word_267 word_59 word_252 word_181 word_213 word_181 word_244,0
word_178 word_287 word_102 word_160 word_177 word_0 word_198 word_1 word_218 word_138 word_223 word_151 word_291,1
word_1 word_81 word_48 word_160 word_104 word_251,1
word_98 word_299 word_33 word_273 word_98 word_188,1
word_169 word_196 word_123 word_156 word_64 word_102,1
word_21 word_133 word_258 word_191 word_284 word_298 word_254 word_88 word_229,0
word_104 word_264 word_14 word_125 word_126 word_73 word_71 word_83 word_190 word_53 word_126 word_227 word_162 word_59 word_81,0
word_216 word_16 word_47 word_19 word_283 word_203 word_156 word_70 word_285 word_80 word_192 word_26 word_175,1
word_213 word_165 word_0 word_61 word_175 word_72 word_198 word_232 word_82 word_27 word_160 word_71 word_267 word_4 word_254,0
word_282 word_203 word_125 word_153 word_140 word_147 word_38,0
word_17 word_192 word_232 word_268 word_66,1
word_65 word_134 word_24 word_262 word_144 word_180 word_232 word_197 word_131 word_258,1
word_142 word_76 word_94 word_139 word_39,1
word_255 word_88 word_56 word_128 word_272 word_205 word_135 word_90 word_202 word_125 word_183 word_268 word_262 word_98 word_287,0
word_281 word_20 word_228 word_140 word_5 word_199 word_260 word_4 word_24,0
word_262 word_260 word_60 word_128 word_216 word_186 word_112 word_136 word_20 word_146 word_244 word_111 word_140 word_251,1
word_66 word_69 word_278 word_292 word_215 word_225 word_133 word_181 word_198 word_226 word_134 word_161,0
word_166 word_210 word_214 word_0 word_80 word_281 word_274,1
word_227 word_18 word_142 word_102 word_64 word_291 word_111,0
word_279 word_154 word_222 word_140 word_268 word_199 word_237 word_78 word_45 word_95 word_100,0
word_275 word_285 word_32 word_191 word_246 word_116 word_133 word_116,0
